author.properties.friends,author.properties.verified,location.longitude,author.properties.status_count,properties.sentiment,location.latitude,location.country,content.body,properties.platform
251,False,0.511578,474,0,52.227131081826634,GB,Having a slight obsession with Cornwall and Cornish people https://t.co/NtR0R1mCrp,twitter
301,False,-3.984748,17387,0,55.80135874607209,GB,Feel like this was created just for you @lostinlevijones  https://t.co/Sk645jfZqE,twitter
595,False,-5.94956197,27126,-1,54.6998097,GB,I'm at My House https://t.co/g1LDQFS7wT,twitter
1071,False,-0.19371950000000002,4365,1,51.451674884083495,GB,@TwoRuba Thanks for the follow. Do take a listen to #TheDepartureLounge https://t.co/Uihhw93kAp #LoungePop for #TheJetSet 24/7. Enjoy.,twitter
370,False,-1.216432,5508,0,54.678996915358894,GB,Video will be in the morning now,twitter
136,False,-2.2334800000000006,13914,0,53.456983702037085,GB,BESTIE https://t.co/adoyWHK3Qa,twitter
906,False,-1.5710735,4128,-1,54.984881721800384,GB,@annarhianxx can u actually watch power seriously now after seeing this of ghost https://t.co/k7l7FKWUNR,twitter
1294,False,-2.2334800000000006,577,-1,53.456983702037085,GB,@ellemgee Haha fair point!! 😂,twitter
608,False,-2.0877745,28464,-1,51.89632636441313,GB,Think Alex needs to invest in a new car if it fails to get into first gear 😂😂,twitter
973,False,-4.186459999999999,32398,0,55.75947448152295,GB,Still no over that time Andy walked out the local screaming oh the empire is finished at old regulars cause they where voting no,twitter
3187,False,-2.378431999999999,88788,-1,53.75172380053243,GB,Actually want to start talking to someone new🙄,twitter
812,False,-1.1722659999999996,1200,-1,52.969744440802685,GB,2 million pounds as a bonus?!?!?! https://t.co/rbKs0erhkr,twitter
183,False,-2.2118700000000002,4352,1,52.1949280184406,GB,"Happy Birthday you utter spice 👫💗 love ya like a brother, have a fab day XO https://t.co/AOnVyIcbX2",twitter
785,False,-1.5654900000000003,39459,0,53.802038177843606,GB,@Alchaeb_itti @II_bb18 هههههههههههههههههههههههه,twitter
1137,True,-0.21610800000000002,21772,0,51.49839328713241,GB,😂😂😂 https://t.co/eYZt1hnX3E,twitter
619,False,-2.955045,8848,1,56.47700935163645,GB,Bursting for a drink of joos,twitter
1065,False,-0.15940300000000002,113241,-1,51.54244893903978,GB,"1993 - We used to speak a lot more. Then life happened for one, or both of us. Let us go back to the way we were. I enjoyed it.",twitter
2628,False,-1.4407025,31096,1,54.9779371296568,GB,@thescript favourite ice cream topping?,twitter
521,False,0.07886299999999999,117564,-1,51.58500991494593,GB,@Pat_Landgirl 444 to 28k #savehomefires,twitter
564,False,-0.7356860000000001,3984,-1,51.3169812270552,GB,"I promote women supporting other women don't complain on the selfies I retweet, love them",twitter
290,False,-2.492508,109956,0,51.465826602329074,GB,ตอนนี้ฝั่งพ่อแม่เด็กมีสำนึกบ้างม่ะ ถ้าดูแลลูกตัวเองไม่ได้ ส่งถุงยางไปให้ม่ะ ขอที่อยู่ #ripharambre https://t.co/wMbltoklFl,twitter
195,False,0.026298999999999996,2697,0,51.394368557245095,GB,@SoccerSix #SoccerSixNashGrier meeeeeeeeeeeeeeeee just please ❤️🙋🏼🙋🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼⚽️⚽️⚽️⚽️,twitter
1141,False,-4.568294999999999,19601,0,55.94741091501819,GB,On this day #Prince began a 3 week stay at Number 1 in the Billboard Chart. #aroundtheworldinaday  https://t.co/h4BBbsUptM,twitter
0,False,-2.82651925,1702429,0,53.22732943,GB,"I Get The Sweetest Feeling by Jackie Wilson is #nowplaying in Shrewsbury Arms, Chester.  Download it now at https://t.co/VPZqUFzwBs",twitter
121,False,-0.0350195,9099,1,51.51483911149297,GB,abba amma home after two months in desh #alhamdullilah,twitter
589,False,-1.999259,15014,0,52.596279428808245,GB,RELIEFFFFF😀,twitter
286,False,-1.4707784999999998,4965,-1,52.91556110309076,GB,Rah this was such a banger uno https://t.co/6yH1SOIu6q,twitter
339,False,-2.58539,21719,0,51.45790063398809,GB,"@3bood_dave 
نام ليش تقاوم؟ النوم سلطان😂😂",twitter
350,False,-0.3506925,3638,-1,51.46179093953856,GB,@AbiSlocs loser! #wolverine,twitter
2454,False,-0.060167500000000006,12452,0,51.54765285291366,GB,My #TeenChoice #ChoiceMaleArtist is @zaynmalik 😍🎤❤️👑 https://t.co/xItWgY9zs6,twitter
398,False,-1.253726,3349,0,52.37427738933978,GB,Abbi always looks flawless when she goes out 😍😩,twitter
217,False,-1.5654900000000003,156,-1,53.802038177843606,GB,"@CushionCrisis.
I know how you feel. Gabby. We have just turned this bungalow from. This. To this. Russ. Linda https://t.co/I5cz5qIlZV",twitter
419,False,-2.955045,23404,0,56.47700935163645,GB,Jennifer Morrison 😍,twitter
87,False,-1.13067,2828,-1,52.626293532909706,GB,@_ohbeener @ayshaa_AA @Abbie_Tiz @YamtotheYinYang 🤔🤔🤔🤔🤔 my ladyship i have 3 submissions.,twitter
238,False,-1.5186515,765,1,52.41195046288927,GB,Super tired 😭,twitter
63736,False,-0.13035600000000003,23971,1,50.84034002985045,GB,EVERYONE GO FOLLOW @lickmejustinJB :),twitter
562,False,-0.060167500000000006,36807,1,51.54765285291366,GB,@KushtieMutsie I know where is the buffness?,twitter
264,False,-1.3964669999999997,19174,1,50.921354828148374,GB,"So, I heard, Taylor Swift and Calvin Harris broke up.
Well, I guess we gonna have a song about Calvin from Taylor 😂 https://t.co/RdrF04NvtJ",twitter
1821,False,-0.09263300000000001,214327,0,51.35895133231162,GB,"@norenjls really? Love & tolerance is better, surely",twitter
268,False,-2.222309,1797,0,53.855174610815915,GB,Let me be the one who shines with you,twitter
1884,False,-0.2631405,9491,-1,51.56521809122742,GB,"It's where I go to for at least 90% of my news. And curry club, obviously.  https://t.co/EaZVYEcipt",twitter
11,False,-3.542993,1029717,0,51.676323,GB,"00:41 BST: Temperature: 13.6°C, Wind: SSW, 0 mph (ave), 5 mph (gust), Humidity: 79%, Rain (hourly) 0.0 mm, Pressure: 1019 hPa, falling slowl",twitter
250,False,-2.4280390000000005,13273,-1,52.039182110055926,GB,@cuntdrxcula what the fuck are you serious 😂😂,twitter
2457,False,-2.6772815,40728,0,51.63335610131152,GB,nude 😂 https://t.co/9fDgJXUJGa,twitter
656,False,-4.496779500000001,9310,-1,55.61185560072989,GB,@jade_graham14 who do u hate x,twitter
512,False,-2.2334800000000006,17380,-1,53.456983702037085,GB,@thepigeonpost would love to mate. Can you fit it into bite size tweets please,twitter
278,False,-0.252754,8807,1,51.39781057661456,GB,@alexgutman_ When do you finish???,twitter
56,False,-2.2981339999999997,464,1,52.916607589459744,GB,To think it's a year since I started can work !,twitter
212,False,-3.6969950000000003,253,-1,55.89739261264143,GB,You are a dick 😴😴,twitter
575,False,-1.2714555,24226,-1,54.60276942508207,GB,They're legit so cute I can't!!!! 😍❤️ https://t.co/Eek7m3obDX,twitter
309,False,-2.669629,4516,1,53.7343414406204,GB,Great brain storming daddio,twitter
533,False,-1.3964669999999997,27019,1,50.921354828148374,GB,Just needs to be tomorrow night already,twitter
1020,False,-0.148936,38203,-1,51.50009845259365,GB,@Magadesving paso,twitter
274,False,-2.2038685000000005,26008,0,52.530541925714566,GB,Madness,twitter
1380,False,-2.9154269999999998,31168,1,53.419914903420405,GB,"@RebeccaRideal only ever ironically to my Mum, or sarcastically when someone at work has made me a cup of tea",twitter
645,False,-0.252754,31284,0,51.39781057661456,GB,"@DieselMony 
مافهمت",twitter
526,False,0.5824535000000001,21577,0,51.37116768457937,GB,@dapo_oke 😂😂😂,twitter
1948,False,-4.0520369999999994,2433,-1,55.977181887158565,GB,@James_Tavernier I am a big fan of yours can't wait till season starts again could I get a retweet no1 fan https://t.co/WpCCjq7zHF,twitter
665,False,-1.8906405,34751,-1,52.49405270288055,GB,"""why can't I have toes like u"" midnight moans from Alan",twitter
413,False,-0.4952195000000001,5417,0,51.36875707521277,GB,❣ https://t.co/2K2o9lXcJ0,twitter
476,False,-2.4837504999999998,6136,1,53.728535988425826,GB,@Chloe_GShore  found the perfect quilt cover  for you babe !!!  You need this in your life Xxx https://t.co/T8Gu8tzYVw,twitter
907,False,-1.1722659999999996,3653,-1,52.969744440802685,GB,"@adamuxta @deelinaa she is soooo bad, she not Albanian idc",twitter
240,False,-2.4762309999999994,3415,-1,52.61594097704438,GB,There reaches a point when u begin to wonder if ur just a punch bag to people for their problems because your so resilient...🤔,twitter
1204,False,0.026298999999999996,25782,-1,51.394368557245095,GB,Lmao I don't need this rn,twitter
306,False,-2.2334800000000006,78219,-1,53.456983702037085,GB,@rhiandroid_ mine is in my bio hehe,twitter
1951,False,-0.127104,11472,0,51.523853,GB,"..Det var värre än så, killarna som snacka spanska var från Argentina. Så min skolspanska sög. Tur man NÄSTAN kan lita på Google translate📱",twitter
1385,False,-0.5175495000000001,11630,1,51.8940473990251,GB,@MattStonell going tomorrow night and 3 big sessions for the games,twitter
2454,False,-0.060167500000000006,12453,0,51.54765285291366,GB,My #TeenChoice #ChoiceMaleArtist is @zaynmalik 😍🎤👑 https://t.co/UTrdKYk7LP,twitter
195,False,0.0149895,607,-1,51.47151451957592,GB,@DERocksOn thanks Joanne! Cute pics! Glad we were able to sign your card 👍,twitter
45,False,-3.4468685000000003,675,-1,55.12375402958675,GB,why do i do things,twitter
550,False,-0.060167500000000006,10573,0,51.54765285291366,GB,Keep getting auto logged into burn the sunsets Twitter,twitter
794,False,-0.19172299999999998,12978,1,50.83958338001748,GB,Nope :)  https://t.co/eWbQNYTQOO,twitter
103,False,-2.6165385,2579,0,51.81301751445573,GB,"Never lose faith, my friends.... Never!!
#DragonAge
- https://t.co/xSAl7qyEro",twitter
860,False,-1.3120369999999997,7786,1,52.917040545923875,GB,Poetry warms my heart,twitter
487,False,-4.026033000000001,35668,0,51.621174430785665,GB,"@tissington @AVFCOfficial Should add: I am a West Brom fan, but have a sneaking sympathy for the West Midlands' second club.",twitter
984,False,-2.1270404999999997,54660,1,57.1605717487859,GB,@sugdenmillerxo he had a nice phone sign,twitter
2628,False,-1.4407025,31097,0,54.9779371296568,GB,"@thescript favourite item of clothing? Personally, mines this: https://t.co/DJm8kI13jO",twitter
1070,False,-2.241185,4834,1,53.714276199909236,GB,@ManCityArmy1894 he is a great actor. Would love to see him on the stage but Hollywood has him,twitter
147,False,-1.2334335000000003,19014,0,51.754299387878554,GB,انا و اخويا عيد ميلادنا في جون هو ٣ وانا ٤ 😁,twitter
333,False,-0.6840599999999999,31923,-1,52.48637995245303,GB,@natasa_barvalac i meni fali on 😂😈,twitter
2,False,-0.6419345000000002,24,0,53.589899524748894,GB,https://t.co/tCI1EhnS8G,twitter
54,False,-0.07060350000000003,10335,1,51.46469310439313,GB,https://t.co/cLoCGWm5yB What Are Some Modern Forms Of Idolatry?,twitter
651,False,0.25150550000000005,8536,-1,51.14216412114232,GB,A bumbling idiot who can't tell the time........& Joey Essex  https://t.co/MkrZvvhiXu,twitter
92,False,-0.9819289999999999,15536,-1,54.579284639996374,GB,@_fuckjvck @OfficialSpirzy @ColtonSDesigns @xBRLNR Now I wonder if Spirzy knows who I am ;),twitter
220,False,-0.08816100000000003,307,0,51.490020924854,GB,if the city never sleeps then that makes two #london https://t.co/IHJodAmODb,twitter
167,False,-0.2108945,1860,0,51.61191284168327,GB,@Sheridansmith1 @N4ickie if nothing else this will make you smile! My take on Conchita from Eurovision! Came 2nd! 😂😘 https://t.co/rhBzwxdAqp,twitter
830,False,0.026298999999999996,13297,-1,51.394368557245095,GB,Loooooooooool 😂 https://t.co/VA1qdqbMTs,twitter
1007,False,-0.0735528,33530,1,51.5615582,GB,The best is yet to come! @ Coach and Horses https://t.co/rbc6dcCdh7,twitter
2451,False,-0.54739,38100,-1,53.22073232033591,GB,so bored I'm actually watched the clock app on my phone move ⏰,twitter
174,False,-2.1270404999999997,2789,1,57.1605717487859,GB,"@orla_ocean I have to admit, it doesn't look half bad, in fact, pretty good. You'll be special guest at the opening, I imagine :)",twitter
1111,False,0.08932450000000001,16553,0,51.468410299162315,GB,Smile  https://t.co/Ss8HVIcUZ3,twitter
11,False,-3.542993,1029718,0,51.676323,GB,"00:42 BST: Temperature: 13.6°C, Wind: SSW, 0 mph (ave), 5 mph (gust), Humidity: 79%, Rain (hourly) 0.0 mm, Pressure: 1019 hPa, falling slowl",twitter
